living_room,area,age,floor,price
1,140,25,2,25000
1,100,25,3,17000
1,125,50,2,60000
1,70,35,4,13000
1,175,25,5,70000
1,55,15,2,28000
1,60,0,1,55000
1,110,0,4,85000
1,116,0,2,38000
1,90,33,3,20000
1,90,25,3,29000
1,220,5,4,60000
1,89,35,3,47500
1,65,40,2,13000
1,75,27,5,14000
1,60,24,1,15000
1,95,13,2,23500
1,65,30,3,11000
1,110,20,-1,20000
1,120,30,-1,20000
1,90,28,2,5000
1,150,30,3,25000
1,122,5,8,25000
1,105,45,3,27000
1,65,50,3,90000
1,100,50,3,23000
1,110,35,4,42000
1,100,40,2,25000
1,120,6,3,35000
1,65,40,1,12500
1,95,30,3,25000
1,75,30,-1,20000
1,110,6,5,100000
1,70,15,1,20000
1,90,24,1,38000
1,85,5,1,55000
1,118,32,2,20000
1,125,30,6,32000
1,80,31,5,13000
1,85,15,3,15500
1,90,30,1,35000
1,50,50,3,13600
1,75,16,3,32000
1,80,12,1,24500
1,75,40,3,17000
1,75,15,3,20000
1,160,10,0,70000
1,80,27,1,17000
1,120,35,1,42000
1,105,10,3,33000
1,50,29,3,8000
1,130,30,1,30000
1,70,4,3,25000
1,69,5,2,25000
1,80,40,2,30000
1,85,20,5,16000
1,85,36,3,17000
1,105,23,2,17000
1,50,40,3,25000
1,90,45,3,26000
1,85,1,2,35500
1,220,0,0,100000
1,60,35,1,18000
1,130,25,5,25000
1,120,5,2,35000
1,53,29,2,20000
1,70,10,3,14000
1,135,26,3,45500
1,95,25,2,22000
1,120,16,3,42000
1,85,40,2,25000
1,80,1,4,30000
1,100,8,1,35000
1,150,5,2,15000
1,115,25,2,85000
1,70,35,1,23000
1,140,7,3,95000
1,75,28,1,16000
1,80,35,1,10000
1,80,2,1,17000
1,46,8,1,35000
1,130,1,3,30000
1,100,1,1,60000
1,77,25,1,13000
1,85,35,4,26000
1,80,35,1,15000
1,50,45,1,22000
1,200,30,2,55000
1,90,50,3,25000
1,65,27,3,15000
1,90,40,1,33000
1,65,30,-1,13000
1,70,10,1,15000
1,75,35,1,21500
1,70,42,3,15000
1,85,31,2,55000
1,115,25,1,27500
1,120,22,1,20500
1,70,38,3,13000
1,150,28,3,87500
1,100,40,1,67500
1,90,35,2,17000
1,70,35,1,18000
1,80,35,3,17000
1,65,25,1,13000
1,70,35,-1,12000
1,40,30,4,14000
1,50,0,1,29000
1,85,30,3,17000
1,80,0,1,25000
1,75,25,3,25000
1,75,25,1,43000
1,70,35,1,14000
1,70,9,1,22500
1,80,9,1,41500
1,105,9,3,85000
1,85,15,-1,18000
1,75,40,2,15000
1,80,10,1,14000
1,60,25,-1,21000
1,65,30,2,18000
1,73,6,1,42000
1,120,31,3,31000
1,95,10,3,36000
1,145,6,3,70000
1,110,50,1,10000
1,100,20,1,25000
1,10,10,-1,7000
1,140,0,5,60000
1,70,31,5,21000
1,75,7,1,20500
1,110,25,1,32000
1,70,25,2,17000
1,120,8,3,42000
1,120,25,3,20000
1,180,25,2,45000
1,90,35,3,50000
1,95,31,1,50000
1,95,2,3,22500
1,100,25,7,28000
1,45,5,1,25500
1,165,31,4,80000
1,145,6,3,76000
1,100,25,7,27500
1,90,30,1,35000
1,75,9,1,20500
1,80,12,1,60000
1,80,10,2,22500
1,65,4,2,27000
1,200,5,4,95000
1,150,14,3,38000
1,180,30,2,50000
1,100,25,1,37000
1,110,10,2,21000
1,75,28,1,13000
1,105,25,5,28000
1,120,31,4,50000
1,135,8,3,20000
1,69,4,1,27000
1,100,5,2,15500
1,145,29,5,51000
1,77,0,1,14000
1,118,14,1,31000
1,75,12,3,42500
1,90,7,3,17000
1,130,7,6,38000
1,95,8,2,40000
1,140,0,2,70000
1,90,26,4,30000
1,75,0,3,36000
1,125,23,2,26000
1,95,18,1,14000
1,90,5,5,28500
1,140,25,1,32000
1,135,30,1,30000
1,85,16,3,18000
1,85,10,1,18000
1,90,14,3,16000
1,130,25,3,60000
1,85,12,3,50000
1,85,35,3,20000
1,135,35,3,25000
1,165,31,1,55000
1,65,25,3,18000
1,80,0,1,20000
1,90,20,2,16000
1,95,25,1,18500
1,100,5,5,25500
1,80,1,1,22000
1,120,40,1,35000
1,95,20,5,18000
1,75,45,1,18000
1,85,30,2,23000
1,75,30,3,13500
1,120,2,3,45000
1,150,50,2,75000
1,145,20,8,22500
1,120,35,4,30000
1,90,35,5,18000
1,65,40,3,16000
1,150,26,1,18500
1,50,15,-2,15000
1,90,30,3,15000
1,100,3,1,19000
1,110,40,1,50000
1,90,3,3,83000
1,130,38,2,55000
1,126,11,2,35000
1,100,28,2,24500
1,105,30,3,26000
1,145,35,3,43000
1,125,20,7,32000
1,75,0,3,21000
1,190,40,5,40000
1,125,9,1,42000
1,90,28,3,25000
1,120,10,3,75000
1,75,8,1,20000
1,135,30,1,55000
1,75,50,1,30000
1,120,25,2,28000
1,80,50,5,20000
1,85,34,3,19000
1,65,15,2,16000
1,80,30,3,18000
1,120,1,5,22500
1,100,25,2,16000
1,160,30,3,10000
1,60,30,2,13000
1,90,8,3,12000
1,65,35,2,30000
1,138,30,2,35000
1,65,6,1,21500
1,100,29,3,18000
1,140,15,2,40000
1,85,40,1,28000
1,85,30,3,25000
1,100,40,1,30000
1,105,50,5,26000
1,60,25,1,15000
1,85,33,-1,15000
1,85,40,3,17000
1,130,25,6,21000
1,76,5,7,50000
1,70,31,-3,27000
1,90,4,1,15000
1,200,24,0,75000
1,100,9,4,21000
1,70,6,-1,20000
1,70,40,1,22500
1,105,28,1,22500
1,125,25,2,23000
1,110,5,5,13000
1,80,30,2,16000
1,100,7,4,19500
1,135,30,5,17000
1,75,6,5,21000
1,100,30,4,17500
1,145,31,3,35000
1,140,25,-2,30000
1,60,45,1,17500
1,70,7,1,23000
1,90,25,1,20500
1,70,30,1,80000
1,100,4,4,12000
1,100,20,2,18000
1,45,20,3,15000
1,80,4,2,42000
1,68,30,1,12500
1,80,2,4,30000
1,90,1,4,100000
1,90,30,1,70000
1,135,30,3,18000
1,70,4,1,23000
1,90,28,3,92000
1,55,10,1,20000
1,90,5,1,31500
1,45,45,1,18000
1,100,2,1,11000
1,70,30,1,13000
1,90,35,1,18000
1,120,1,2,35000
1,120,0,3,55000
1,93,30,1,13000
1,74,0,2,34000
1,70,33,-1,12000
1,100,14,7,20000
1,82,1,1,47750
1,70,15,3,25000
1,155,27,7,65000
1,106,0,1,100000
1,90,28,1,35000
1,130,30,3,19000
1,120,18,1,20900
1,95,4,7,41000
1,115,0,3,18000
1,135,38,4,67000
1,89,4,3,40000
1,120,20,1,35000
1,130,10,1,30000
1,90,10,3,27000
1,65,39,1,19500
1,75,0,2,26000
1,95,30,3,45000
1,75,10,-2,18000
1,85,5,1,30000
1,55,30,1,20000
1,110,31,5,18000
1,65,8,1,22500
1,51,9,2,30000
1,100,5,1,12000
1,95,8,3,30000
1,145,37,1,60000
1,85,45,3,40000
1,70,40,1,22500
1,75,40,2,20000
1,110,24,3,35000
1,90,10,1,24000
1,65,0,1,34000
1,130,23,3,35000
1,100,3,1,11000
1,110,24,2,28500
1,90,38,4,21000
1,75,45,3,22000
1,155,0,1,70000
1,60,45,-1,14000
1,70,9,3,45000
1,95,35,4,18000
1,105,40,3,20000
1,110,20,1,28000
1,75,40,2,17000
1,120,30,5,30000
1,115,7,2,16500
1,80,0,1,98000
1,75,0,3,20000
1,80,10,4,36000
1,110,40,2,27000
1,120,11,0,75000
1,100,22,6,50000
1,75,10,1,40000
1,195,30,3,25000
1,55,42,1,12000
1,75,40,2,30000
1,85,25,3,25000
1,105,15,1,31000
1,80,30,3,45000
1,100,26,1,9500
1,100,15,1,25000
1,220,30,1,59500
1,65,50,1,15000
1,110,45,4,27000
1,100,35,-1,30000
1,120,55,4,46000
1,110,25,2,23000
1,78,0,1,30000
1,86,25,3,26000
1,48,15,3,30000
1,80,30,4,25500
1,70,11,1,19750
1,100,29,1,17050
1,95,7,1,27000
1,90,0,1,38000
1,100,30,-2,50000
1,64,4,1,36000
1,100,26,3,37000
1,85,40,1,23000
1,104,15,6,50000
1,85,25,4,32500
1,65,7,1,19500
1,80,42,5,19000
1,60,0,1,38500
1,160,0,3,45000
1,100,5,3,22500
1,100,25,1,20000
1,65,45,3,16000
1,77,25,2,38000
1,70,4,3,44000
1,80,8,1,51000
1,120,37,2,28000
1,125,30,5,38000
1,45,50,1,30000
1,85,30,1,25000
1,190,40,3,60000
1,90,25,2,19000
1,75,0,8,12000
1,100,10,1,11000
1,80,40,1,12000
1,133,25,5,20000
1,55,50,4,23000
1,100,50,3,40000
1,96,0,2,40000
1,60,30,1,13000
1,80,6,2,39500
1,49,40,1,20000
1,165,30,3,20000
1,80,10,1,8000
1,90,30,1,16500
1,95,30,1,16000
1,90,40,1,30000
1,95,25,1,25000
1,140,22,4,50000
1,110,19,-1,19000
1,100,5,1,10000
1,65,30,5,20000
1,45,12,3,22000
1,60,20,1,21500
1,85,4,2,25000
1,140,7,4,85000
1,160,11,1,50000
1,150,28,5,32500
1,130,28,1,27000
1,65,7,-1,30000
1,135,10,6,27500
1,88,30,4,27000
1,120,30,-1,60000
1,115,25,1,22500
1,95,8,1,8000
1,110,16,2,43000
1,135,25,7,27000
1,90,25,1,14000
1,115,23,5,20000
1,75,6,4,45000
1,135,15,2,40000
1,135,7,3,69000
1,160,30,4,50000
1,130,0,4,60000
1,80,5,8,69000
1,95,10,3,35000
1,130,28,2,36000
1,85,2,2,28000
1,85,35,4,36000
1,97,0,3,25500
1,150,26,5,45000
1,60,12,-1,16000
1,85,9,1,19500
1,155,25,1,53000
1,100,50,3,43000
1,140,3,2,90000
1,100,15,2,22650
1,130,15,5,35000
1,85,30,1,20000
1,90,20,2,25000
1,110,29,1,40000
1,135,11,3,105000
1,55,40,3,16000
1,65,40,1,10500
1,70,10,1,22000
1,96,25,3,35000
1,80,35,3,45000
1,120,23,1,16500
1,75,25,3,22000
1,85,25,1,10000
1,90,9,1,19000
1,75,30,4,38500
1,145,25,3,30000
1,85,6,1,25500
1,97,40,2,70000
1,150,30,3,25000
1,95,20,2,25000
1,85,27,3,28000
1,110,60,1,55000
1,120,0,4,38000
1,100,11,3,15500
1,84,16,1,25500
1,100,3,8,90000
1,70,43,3,26500
1,150,3,3,57000
1,120,27,1,7500
1,70,7,1,27000
1,178,1,1,50000
1,140,11,1,50000
1,80,40,2,23000
1,60,5,4,40000
1,145,40,3,39000
1,180,30,3,62500
1,130,33,1,58000
1,145,33,2,52000
1,85,3,1,39000
1,140,25,0,60000
1,70,35,5,15000
1,60,1,5,25000
1,75,35,2,20000
1,75,5,4,30000
1,75,30,1,25000
1,100,5,1,10000
1,118,3,1,41000
1,100,29,3,17000
1,105,14,1,45000
1,85,37,1,23000
1,67,0,3,35500
1,70,0,1,34000
1,95,40,1,25000
1,200,21,2,75000
1,110,25,3,14000
1,85,25,1,13000
1,110,13,3,25000
1,75,0,3,27000
1,60,30,3,35000
1,70,42,4,14000
1,60,30,3,17500
1,65,7,2,11000
1,135,28,2,48000
1,90,28,3,40000
1,90,5,2,47000
1,100,25,2,16500
1,55,25,1,22000
1,85,0,4,39000
1,60,4,7,11000
1,95,9,3,55000
1,120,25,3,38000
1,80,35,2,35000
1,100,5,1,10000
1,130,41,2,30000
1,160,40,5,85000
1,86,7,1,44000
1,140,32,5,22000
1,55,10,1,20000
1,159,8,1,44000
1,135,26,1,44000
1,85,15,5,29000
1,130,3,5,80000
1,110,5,2,16000
1,90,30,2,5350
1,130,25,4,25000
1,20,25,1,13000
1,120,8,2,26000
1,125,20,4,15000
1,130,6,4,14000
1,55,30,1,27500
1,55,31,1,30000
1,85,35,1,23000
1,95,7,5,15000
1,75,9,-2,17000
1,135,30,6,38000
1,130,35,1,65000
1,120,28,4,36000
1,110,25,3,32000
1,100,21,4,26000
1,95,5,5,25000
1,85,6,8,43000
1,65,13,5,21000
1,65,17,4,38000
1,110,22,3,36000
1,70,7,1,38500
1,85,1,-1,36000
1,55,1,2,20000
1,105,26,3,18000
1,92,30,2,25000
1,50,8,-1,17000
1,70,25,2,12000
1,55,30,3,18000
1,65,45,3,15000
1,65,8,4,24000
1,120,45,3,28000
1,95,45,2,45000
1,150,40,4,25000
1,115,25,1,19500
1,70,4,3,33000
1,65,30,2,34500
1,90,20,3,12000
1,130,35,3,72000
1,80,40,1,30000
1,125,0,2,57000
1,85,13,2,23000
1,90,30,1,19000
1,65,35,1,15500
1,130,7,6,70000
1,89,5,6,32500
1,80,37,1,32000
1,85,0,7,48000
1,120,18,2,9000
1,100,20,4,10000
1,160,40,3,55000
1,60,38,1,14000
1,90,25,2,25500
1,80,38,1,20000
1,78,10,3,33000
1,100,9,2,75000
1,140,35,4,51000
1,55,10,-1,15000
1,90,27,3,18000
1,66,0,1,22000
1,60,12,8,20000
1,75,40,3,17500
1,90,10,1,20000
1,100,2,6,53000
1,165,15,4,50000
1,130,20,1,30000
1,200,21,5,82000
1,100,26,2,14500
1,120,25,1,45000
1,95,25,1,21000
1,160,35,3,50000
1,60,45,1,20000
1,75,8,1,80000
1,90,26,4,20000
1,230,10,3,90000
1,90,6,2,24500
1,60,25,2,26000
1,130,35,5,45000
1,85,0,1,38000
1,40,29,1,14000
1,56,6,4,20500
1,100,30,5,36000
1,80,15,1,25000
1,115,30,1,52000
1,65,0,1,27000
1,75,9,1,15000
1,120,20,3,36000
1,48,15,1,21500
1,100,4,3,15000
1,63,0,3,25000
1,95,24,2,28000
1,90,15,1,33000
1,60,5,3,37000
1,55,0,4,25000
1,105,26,3,18000
1,65,7,1,30000
1,85,45,5,35000
1,55,16,2,42000
1,90,38,4,30000
1,70,0,2,17000
1,85,20,1,25000
1,100,35,1,16000
1,120,30,4,32000
1,70,1,-2,19000
1,85,30,1,23000
1,130,35,2,42000
1,140,45,1,90000
1,90,35,4,18000
1,90,13,6,60000
1,65,10,1,22000
1,70,45,3,35000
1,115,29,5,17000
1,70,0,0,15000
1,80,15,5,60000
1,150,25,2,25000
1,120,25,1,35000
1,75,0,1,16000
1,75,35,1,18000
1,100,25,3,17000
1,110,7,3,30000
1,100,25,1,14000
1,60,4,3,25000
1,80,10,1,25000
1,90,27,3,30000
1,100,7,3,24000
1,75,15,3,32500
1,70,4,-1,17500
1,95,6,1,12000
1,163,10,4,40000
1,90,16,2,19500
1,133,35,1,98000
1,130,0,5,27500
1,225,27,2,78000
1,150,16,5,80000
1,100,8,3,18000
1,100,30,1,27500
1,140,25,1,35000
1,75,33,1,55000
1,145,45,1,40000
1,110,8,3,25000
1,85,40,5,20000
1,120,26,3,48000
1,100,45,5,40000
1,95,7,1,12000
1,150,29,1,52000
1,70,25,1,17000
1,50,5,3,22000
1,95,30,4,38000
1,150,26,3,23000
1,56,28,1,11000
1,70,32,1,20000
1,75,30,2,22500
1,80,5,1,42500
1,126,15,3,26000
1,65,40,1,19000
1,80,0,-3,35000
1,75,40,1,33000
1,115,35,5,39000
1,110,20,1,27000
1,90,31,-1,23500
1,85,25,2,25000
1,75,15,2,16500
1,95,38,3,27000
1,75,35,3,25000
1,55,25,2,30000
1,75,7,1,25000
1,130,2,8,79999
1,90,15,3,27500
1,120,15,1,23000
1,70,40,-1,12000
1,140,31,2,65000
1,180,34,3,75000
1,130,30,1,20000
1,140,25,1,50000
1,63,25,1,15000
1,95,26,3,21000
1,110,5,3,42500
1,75,25,5,18000
1,130,30,0,19500
1,65,36,3,18000
1,158,0,6,73000
1,85,10,3,30000
1,110,31,1,38000
1,130,25,4,49000
1,68,6,2,18000
1,125,29,4,27000
1,65,14,1,16000
1,85,30,1,17000
1,155,8,3,70000
1,150,50,3,32000
1,85,30,2,19000
1,100,35,1,38500
1,85,0,2,38000
1,80,27,3,12500
1,95,25,4,21000
1,115,8,3,100000
1,85,12,3,28000
1,55,31,2,28000
1,110,25,4,25000
1,130,32,1,12000
1,65,7,1,26500
1,115,10,7,17000
1,95,28,3,18000
1,125,8,1,35000
1,100,30,6,32000
1,100,30,-1,27500
1,90,0,4,50000
1,138,5,3,20000
1,80,1,1,48000
1,70,40,3,14500
1,110,26,3,30000
1,69,5,4,18000
1,80,8,3,20000
1,120,35,3,50000
1,75,9,-1,17500
1,115,0,5,34500
1,100,15,2,25000
1,100,4,2,29500
1,75,36,1,22000
1,70,3,1,45000
1,110,30,5,23000
1,70,4,1,25000
1,115,30,1,25000
1,120,30,0,70000
1,95,3,1,20500
1,100,15,1,20000
1,120,30,5,18000
1,60,10,1,25000
1,75,10,1,21000
1,120,12,3,24000
1,119,25,5,28000
1,70,30,1,20000
1,120,30,1,40000
1,145,3,4,55000
1,75,0,1,26500
1,138,15,1,72500
1,95,23,4,22000
1,110,15,3,43000
1,80,6,1,21000
1,85,5,1,18000
1,105,5,1,13000
1,130,40,4,47500
1,55,0,1,32000
1,140,15,2,29999
1,95,0,4,23000
1,90,35,3,17000
1,80,25,-1,15000
1,85,4,1,25000
1,134,16,8,24000
1,80,25,1,14000
1,140,2,8,85000
1,105,0,3,28500
1,80,13,8,27500
1,130,30,2,24000
1,100,13,4,22000
1,60,0,1,18500
1,90,25,3,16000
1,90,35,1,15000
1,65,15,2,17000
1,110,30,1,20000
1,80,4,3,23500
1,55,0,1,25000
1,75,15,3,20000
1,85,30,1,60000
1,117,20,0,15000
1,90,45,1,35000
1,115,0,5,34500
1,110,30,2,19200
1,60,20,1,15000
1,145,30,3,25000
1,155,35,3,50000
1,115,30,2,15000
1,60,2,5,19000
1,130,30,2,33000
1,75,25,2,22000
1,90,40,3,17500
1,75,5,1,20000
1,120,21,3,22000
1,100,1,7,35000
1,90,6,2,19750
1,115,35,2,40000
1,100,31,4,26000
1,100,4,1,23500
1,100,21,2,35000
1,110,6,1,9000
1,90,8,4,37500
1,110,5,-2,17000
1,120,0,2,20000
1,210,28,2,65000
1,65,15,3,38000
1,90,2,4,13000
1,90,16,2,36000
1,72,5,1,24500
1,75,12,3,13000
1,132,0,4,85000
1,159,5,1,35000
1,75,30,1,35000
1,65,20,3,10500
1,80,2,3,45000
1,90,25,2,27000
1,80,13,-2,20000
1,120,35,4,22000
1,120,50,1,75000
1,81,13,1,14000
1,95,35,4,15000
1,50,12,6,42000
1,119,0,2,25000
1,70,7,7,32000
1,100,5,3,100000
1,95,33,2,27000
1,110,30,1,37000
1,80,29,4,17000
1,160,31,1,29000
1,105,13,1,26000
1,85,5,3,17500
1,150,31,4,100000
1,75,51,2,53600
1,80,30,1,16000
1,85,30,0,10000
1,80,21,1,20000
1,80,30,3,15000
1,140,40,4,30000
1,98,38,3,28000
1,85,0,1,45000
1,135,35,2,45000
1,125,30,1,28000
1,80,40,3,40000
1,110,0,5,24000
1,70,20,1,30000
1,80,8,1,12000
1,55,7,1,25000
1,135,25,-2,15000
1,90,8,2,25000
1,60,0,1,28000
1,60,40,2,15000
1,100,7,1,32000
1,60,12,-1,11000
1,85,10,3,35000
1,120,25,1,45000
1,60,35,1,26000
1,90,16,3,30000
1,85,50,3,30000
1,90,3,1,12000
1,80,10,3,27000
1,90,5,1,30000
1,80,19,3,25000
1,130,50,2,60000
1,67,11,3,20000
1,85,12,7,45000
1,60,0,1,27000
1,90,30,1,13000
1,120,27,1,12500
1,180,15,1,100000
1,125,40,1,30000
1,130,35,3,50000
1,100,30,1,20000
1,60,30,1,25000
1,160,30,4,40000
1,80,25,3,30000
1,75,35,1,21000
1,95,24,4,20000
1,170,50,2,60000
1,120,24,1,45000
1,60,8,1,20000
1,120,25,3,20000
1,200,60,4,90000
1,90,28,3,17000
1,90,10,3,18500
1,65,0,1,17000
1,65,6,1,22000
1,65,35,1,16000
1,75,60,5,45000
1,95,20,1,20000
1,95,18,4,29000
1,98,10,3,25000
1,120,2,4,100000
1,100,7,3,21000
1,94,1,3,33000
1,110,7,2,37000
1,100,45,2,50000
1,75,5,5,38000
1,65,38,3,16000
1,110,22,2,24000
1,145,45,1,40000
1,70,10,-1,13000
1,70,40,3,20000
1,75,7,3,28000
1,135,25,1,22500
1,90,3,1,20200
1,110,5,1,70000
1,135,28,4,18000
1,140,45,8,47000
1,110,28,3,20000
1,85,32,3,17500
1,96,2,3,41500
1,100,35,1,58000
1,85,5,1,13500
1,85,30,3,14500
1,95,20,3,22500
1,55,1,2,42500
1,95,5,3,23000
1,110,30,4,13500
1,150,25,6,25000
1,85,1,7,30000
1,105,5,3,15000
1,85,25,-1,15000
1,128,20,1,45000
1,115,25,4,37500
1,85,10,3,16000
1,110,28,1,19000
1,85,25,1,16000
1,75,8,4,18500
1,158,5,8,38500
1,120,25,5,18000
1,85,27,3,15000
1,85,31,-1,20000
1,100,5,2,28000
1,115,42,1,25000
1,140,30,4,28500
1,120,20,3,35000
1,85,15,1,19000
1,120,27,1,20000
1,65,1,4,55000
1,150,25,-1,23000
1,115,0,4,58000
1,110,30,1,30000
1,148,0,3,95000
1,83,12,4,21000
1,100,8,2,6500
1,90,25,1,15000
1,70,25,1,13000
1,80,27,4,11000
1,135,25,3,14000
1,65,25,1,10000
1,130,20,3,25000
1,85,10,3,30000
1,99,12,3,90000
1,180,17,1,60000
1,85,0,2,25500
1,130,16,1,40000
1,65,30,3,19500
1,85,25,-1,40000
1,55,16,1,23000
1,65,4,3,23000
1,90,10,8,50000
1,90,20,2,30000
1,85,20,4,20000
1,95,27,4,16000
1,132,14,6,41000
1,65,30,1,13000
1,100,25,2,16000
1,90,30,3,22000
1,80,1,-1,16000
1,65,45,1,12500
1,110,5,2,55000
1,70,37,3,15000
1,110,5,1,25500
1,110,0,3,68000
1,110,29,4,19000
1,88,9,1,23500
1,142,15,1,58000
1,120,3,2,46000
1,85,30,1,18000
1,150,10,0,85000
1,118,0,3,25000
1,55,30,1,12500
1,90,45,1,18000
1,110,15,3,10000
1,105,25,1,23000
1,120,30,1,39500
1,65,15,-1,17000
1,80,10,1,17000
1,135,25,5,18500
1,126,16,2,50000
1,150,25,6,21000
1,90,40,1,50000
1,100,0,-1,20000
1,90,33,-1,22000
1,90,25,4,9000
1,70,30,-3,10000
1,100,35,4,21000
1,70,6,6,25000
1,65,15,-1,15000
1,120,25,2,15500
1,100,26,3,19500
1,100,25,1,23000
1,80,7,1,25000
1,80,5,1,30000
1,120,18,1,25000
1,90,27,2,20000
1,90,5,2,26000
1,90,30,1,15500
1,150,25,1,30000
1,135,4,1,16500
1,65,35,2,22500
1,89,40,3,38000
1,80,8,3,17500
1,95,30,1,31000
1,150,3,0,50000
1,120,27,5,17000
1,110,2,3,49000
1,120,35,1,65000
1,75,0,2,23000
1,125,0,3,38000
1,125,25,5,18000
1,155,26,3,38000
1,120,25,1,30000
1,80,35,2,25000
1,155,11,0,45000
1,90,16,4,19000
1,90,10,3,20000
1,110,29,5,13000
1,81,3,7,30000
1,90,30,1,20000
1,140,55,4,50000
1,90,40,3,23000
1,60,25,4,16000
1,120,40,2,35000
1,140,35,1,55000
1,65,15,-1,10000
1,130,40,3,32000
1,100,25,3,18500
1,65,12,3,33500
1,80,9,4,35000
1,110,30,1,45000
1,105,40,3,39500
1,110,19,1,32500
1,138,30,4,55000
1,125,32,5,25000
1,65,50,1,10000
1,80,5,8,50000
1,100,4,1,15000
1,135,30,2,16000
1,90,25,4,20000
1,90,1,1,25000
1,110,4,2,30000
1,70,33,1,28500
1,100,24,-2,18000
1,105,30,2,65000
1,100,28,6,16000
1,85,25,1,33000
1,60,0,1,30000
1,75,15,1,13000
1,100,35,1,30000
1,120,5,4,55000
1,85,15,1,11000
1,66,5,3,23000
1,60,30,3,20000
1,90,28,1,16000
1,70,30,5,23000
1,130,28,1,20000
1,137,8,3,51000
1,75,60,7,27500
1,80,25,4,20000
1,140,30,5,16500
1,105,45,4,20000
1,90,35,1,40000
1,70,20,1,30000
1,105,35,2,20000
1,140,15,0,45000
1,63,1,1,18000
1,86,5,6,27500
1,75,50,1,35000
1,80,35,5,55000
1,130,29,2,25000
1,130,20,3,40000
1,65,4,1,13500
1,88,16,3,13000
1,55,5,1,22500
1,85,0,4,52000
1,50,20,1,25000
1,45,31,3,25000
1,50,20,6,33000
1,110,20,3,28000
1,55,25,1,22000
1,120,3,2,48000
1,60,0,1,16000
1,85,3,1,45000
1,150,22,1,45000
1,85,35,1,20000
1,65,0,1,37500
1,75,27,1,11000
1,75,40,2,17000
1,90,25,4,15000
1,130,26,1,29000
1,135,25,3,68000
1,68,7,1,40000
1,110,31,2,35000
1,100,22,5,30000
1,90,40,1,25000
1,90,22,2,30000
1,80,10,1,12000
1,150,40,3,38000
1,150,50,6,100000
1,150,14,-1,35000
1,85,4,2,30000
1,116,28,1,51000
1,60,7,3,40000
1,130,25,3,19500
1,160,63,-1,25000
1,80,30,1,12000
1,105,27,1,11000
1,90,40,3,22500
1,150,30,3,34000
1,60,7,-1,20000
1,70,30,3,22000
1,65,30,3,25500
1,110,28,3,16000
1,65,45,3,15000
1,140,26,3,20000
1,90,35,4,40000
1,115,22,5,16000
1,95,26,4,17500
1,85,30,5,17000
1,140,0,3,35000
1,80,23,1,12000
1,95,30,2,26000
1,80,18,4,21000
1,100,26,5,17000
1,135,18,4,28000
1,120,40,1,50000
1,85,26,2,27500
1,120,21,5,19000
1,100,1,3,44000
1,110,50,2,60000
1,85,25,1,12500
1,55,25,3,25000
1,60,10,1,20000
1,128,14,6,25000
1,80,31,-1,17000
1,70,24,1,21000
1,100,0,1,25000
1,90,50,2,22000
1,69,10,1,35500
1,80,10,4,35000
1,120,14,3,65000
1,100,27,4,15000
1,80,22,2,22000
1,60,45,2,16500
1,70,30,2,17500
1,140,30,4,35000
1,85,25,1,40000
1,130,28,5,16500
1,135,40,1,50000
1,81,3,3,11000
1,120,0,-1,19500
1,160,25,5,35000
1,95,30,2,25000
1,90,30,1,16500
1,85,5,1,13500
1,65,35,3,20000
1,110,25,1,20000
1,90,7,5,37500
1,110,15,5,26500
1,160,41,1,43000
1,126,0,1,45000
1,110,8,-2,23000
1,95,0,1,55000
1,90,28,3,15000
1,72,12,1,15000
1,80,2,1,8000
1,84,15,3,26000
1,75,7,1,22500
1,120,5,4,60000
1,130,11,3,39000
1,65,40,1,17000
1,70,0,1,12500
1,60,45,1,40000
1,185,15,3,69000
1,90,19,2,25000
1,100,8,1,18000
1,200,32,2,55000
1,55,6,1,28000
1,90,10,5,23000
1,75,20,2,28000
1,80,30,3,20000
1,75,35,5,16000
1,130,5,1,45000
1,100,30,2,45000
1,145,26,2,23500
1,100,30,-1,10500
1,100,3,1,14000
1,110,30,2,39000
1,70,10,1,25000
1,70,8,1,13000
1,95,8,2,22000
1,110,22,1,17000
1,90,20,2,30000
1,70,31,1,13500
1,90,15,3,18000
1,75,22,1,10000
1,100,29,1,100000
1,80,39,5,55000
1,70,28,1,28000
1,120,31,5,36000
1,145,31,1,45000
1,80,25,3,21000
1,75,35,3,23000
1,60,10,1,15500
1,60,24,3,20000
1,100,28,1,25000
1,110,35,2,33000
1,100,30,3,12000
1,110,15,3,20000
1,100,17,7,20000
1,120,55,2,40000
1,40,5,3,15000
1,130,16,8,49000
1,120,35,1,45000
1,105,40,1,42000
1,90,5,3,24000
1,60,30,1,14000
1,70,35,2,12000
1,85,30,2,15000
1,110,35,3,32000
1,50,15,5,24000
1,60,11,7,50000
1,109,0,1,62500
1,72,15,2,30000
1,100,16,3,20750
1,120,18,3,24500
1,135,31,3,40000
1,78,36,1,22000
1,85,7,1,22000
1,135,9,7,33000
1,100,16,1,35000
1,115,10,1,25000
1,90,20,7,9000
1,60,15,3,20000
1,111,26,2,13000
1,85,0,2,40000
1,170,25,2,55000
1,140,5,1,26000
1,62,15,5,38000
1,150,10,5,45000
1,85,9,1,17500
1,90,30,2,33000
1,110,31,6,35000
1,68,0,1,20000
1,65,22,1,20000
1,90,20,5,27500
1,120,16,2,75000
1,130,40,1,65000
1,135,25,1,30000
